Analysis code | Status | Samples | ARC chair from USA | ARC chair from LPC | ARC chair from LPC NEW | Cadi contact from US | Cadi contact LPC | Cadi contact LPC NEW | # of ARC members | # of ARC members form USA | # of ARC members from LPC | # of ARC members from LPC NEW | # of an submitters | # of submitters from USA | # of AN submitters from LPC | # of AN submitters from LPC NEW | # AN authors | # of AN authors from USA | # of  AN authors from LPC | # of  AN authors from LPC NEW | # AN authors LPC fellows | ARC chairs LPC fellow | # ARC members LPC fellows  | # of institutes | # in institutes from USA | # of institutes from LPC | # of institutes from LPC NEW
HIG-15-007 | GoingToPreApp | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 24 | 5 | 5 | 2 | 0 | 0 | 0 | 9 | 2 | 2 | 1
HIG-15-008 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-15-009 | PAS-PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
HIG-15-010 | ACCEPT | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 4 | 2 | 1 | 1 | 0 | 0 | 0 | 46 | 7 | 6 | 2 | 1 | 0 | 0 | 22 | 5 | 4 | 2
HIG-15-011 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 1 | 1 | 0 | 4 | 3 | 3 | 1 | 1 | 0 | 0 | 3 | 2 | 2 | 1
HIG-15-012 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 4 | 2 | 1 | 0 | 52 | 31 | 12 | 8 | 0 | 0 | 0 | 18 | 9 | 7 | 5
HIG-15-013 | CWR-ended | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
HIG-16-001 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 11 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 1
HIG-16-002 | PAS-only-PUB | Run2 | 1 | 0 | 0 | 1 | 1 | 1 | 4 | 2 | 1 | 0 | 1 | 1 | 1 | 1 | 5 | 3 | 3 | 3 | 1 | 0 | 0 | 4 | 2 | 2 | 2
HIG-16-003 | PAS-only-PUB | Run2 | 1 | 0 | 0 | 0 | 0 | 0 | 4 | 4 | 3 | 0 | 1 | 0 | 0 | 0 | 10 | 1 | 1 | 1 | 1 | 0 | 0 | 6 | 1 | 1 | 1
HIG-16-004 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 39 | 15 | 14 | 11 | 0 | 0 | 0 | 12 | 5 | 4 | 4
HIG-16-005 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 0 | 0 | 1 | 4 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 13 | 7 | 2 | 2 | 0 | 0 | 0 | 5 | 2 | 1 | 2
HIG-16-006 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 17 | 3 | 3 | 3 | 0 | 0 | 1 | 10 | 2 | 2 | 2
HIG-16-007 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 17 | 6 | 5 | 1 | 1 | 0 | 0 | 11 | 4 | 3 | 1
HIG-16-008 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 0 | 1 | 4 | 1 | 1 | 0 | 2 | 2 | 0 | 1 | 30 | 17 | 6 | 6 | 0 | 0 | 0 | 10 | 6 | 4 | 4
HIG-16-009 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 6 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
HIG-16-010 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
HIG-16-011 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-16-012 | PAS-only-PUB | Run2 | 1 | 0 | 1 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 7 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
HIG-16-013 | PAS-only-PUB | Run2 | 1 | 0 | 1 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 7 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
HIG-16-014 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 0 | 4 | 3 | 2 | 1 | 2 | 2 | 2 | 0 | 4 | 4 | 4 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0
HIG-16-015 | RefComments | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 4 | 4 | 1 | 3 | 2 | 2 | 0 | 13 | 9 | 8 | 1 | 1 | 0 | 0 | 8 | 5 | 4 | 1
HIG-16-016 | ACCEPT | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-16-017 | AWG | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 2 | 4 | 2 | 2 | 0 | 23 | 10 | 10 | 0 | 0 | 0 | 0 | 8 | 2 | 2 | 0
HIG-16-018 | AWG | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 9 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
HIG-16-019 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 6 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0
HIG-16-020 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-16-021 | ARC-GreenLight | Run2 | 1 | 0 | 0 | 1 | 0 | 1 | 4 | 3 | 2 | 2 | 3 | 0 | 0 | 0 | 82 | 11 | 8 | 5 | 3 | 0 | 1 | 13 | 3 | 2 | 2
HIG-16-022 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 1 | 1 | 0 | 4 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 23 | 6 | 3 | 4 | 0 | 0 | 0 | 9 | 2 | 1 | 2
HIG-16-023 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 4 | 4 | 2 | 1 | 0 | 0 | 0 | 29 | 5 | 4 | 3 | 1 | 0 | 0 | 13 | 4 | 3 | 3
HIG-16-024 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 6 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-16-025 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 8 | 0 | 0 | 0 | 0 | 1 | 1 | 6 | 0 | 0 | 0
HIG-16-026 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 2 | 0 | 0 | 0 | 9 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
HIG-16-027 | CWR-ended | Run2 | 0 | 0 | 0 | 1 | 0 | 0 | 5 | 2 | 1 | 2 | 1 | 1 | 0 | 0 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 3 | 2 | 1 | 0
HIG-16-028 | PAS-only-PUB | Run2 | 1 | 0 | 1 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 7 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
HIG-16-029 | PAS-only-PUB | Run2 | 1 | 0 | 1 | 0 | 0 | 0 | 4 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-16-030 | PAS-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 2 | 2 | 0 | 0 | 0 | 6 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
HIG-16-031 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 2 | 1 | 0 | 0 | 12 | 4 | 0 | 0 | 0 | 0 | 0 | 5 | 1 | 0 | 0
HIG-16-032 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 1 | 0 | 0 | 4 | 3 | 3 | 2 | 1 | 1 | 0 | 0 | 15 | 3 | 0 | 2 | 0 | 0 | 1 | 10 | 1 | 0 | 1
HIG-16-033 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 2 | 2 | 2 | 1 | 0 | 0 | 0 | 2 | 2 | 2 | 1
HIG-16-034 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 2 | 1 | 2 | 0 | 0 | 0 | 55 | 19 | 18 | 9 | 0 | 0 | 0 | 20 | 7 | 6 | 3
HIG-16-035 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 9 | 8 | 5 | 4 | 0 | 0 | 0 | 3 | 2 | 1 | 1
HIG-16-036 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1
HIG-16-037 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 1 | 1 | 0 | 0 | 0 | 13 | 0 | 0 | 0 | 0 | 0 | 1 | 7 | 0 | 0 | 0
HIG-16-038 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 34 | 11 | 10 | 7 | 0 | 0 | 0 | 12 | 5 | 4 | 4
HIG-16-039 | SUPERSEDED | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 9 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
HIG-16-040 | GoingToPreApp | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-16-041 | PRE-APP | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-16-042 | Started | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-16-043 | PRE-APP | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 3 | 1 | 0 | 2 | 1 | 1 | 0 | 18 | 10 | 10 | 7 | 2 | 0 | 0 | 7 | 3 | 3 | 3
HIG-16-044 | PRE-APP | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 2 | 1 | 1 | 1 | 36 | 16 | 16 | 6 | 4 | 0 | 0 | 8 | 3 | 3 | 2
HIG-17-001 | PRE-APP | Run2 | 1 | 1 | 0 | 0 | 0 | 1 | 4 | 3 | 3 | 0 | 1 | 1 | 1 | 0 | 9 | 6 | 2 | 2 | 0 | 0 | 0 | 5 | 2 | 1 | 2
HIG-17-002 | PRE-APP | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-17-003 | GoingToPreApp | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 4 | 3 | 2 | 3 | 0 | 0 | 0 | 26 | 4 | 3 | 2 | 0 | 0 | 1 | 6 | 2 | 1 | 1
HIG-17-004 | PRE-APP | Run2 | 1 | 0 | 0 | 0 | 0 | 0 | 4 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 18 | 4 | 1 | 2 | 0 | 0 | 0 | 8 | 2 | 1 | 2
HIG-17-005 | GoingToPreApp | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 2 | 1 | 1 | 1 | 24 | 7 | 4 | 5 | 0 | 0 | 0 | 9 | 2 | 1 | 2
HIG-17-006 | GoingToPreApp | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 2 | 0 | 0 | 0 | 14 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-17-007 | GoingToPreApp | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 2 | 2 | 0 | 0 | 0 | 8 | 2 | 2 | 0 | 0 | 0 | 1 | 4 | 1 | 1 | 0
HIG-17-008 | GoingToPreApp | Run2 | 1 | 1 | 0 | 1 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 1 | 0 | 0 | 13 | 3 | 0 | 2 | 0 | 0 | 1 | 7 | 1 | 0 | 1
HIG-17-009 | GoingToPreApp | Run2 | 1 | 1 | 0 | 1 | 1 | 1 | 4 | 3 | 3 | 0 | 1 | 1 | 1 | 1 | 5 | 3 | 3 | 3 | 1 | 0 | 0 | 4 | 2 | 2 | 2
HIG-17-010 | GoingToPreApp | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-17-011 | PRE-APP | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 0 | 1 | 1 | 1 | 1 | 3 | 2 | 2 | 2 | 0 | 0 | 0 | 2 | 1 | 1 | 1
HIG-17-012 | GoingToPreApp | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 3 | 2 | 2 | 1 | 11 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 0
HIG-17-013 | GoingToPreApp | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 14 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 0
HIG-17-014 | AWG | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-17-015 | GoingToPreApp | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIN-07-001 | SUPERSEDED | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
HIN-07-002 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 7 | 5 | 2 | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 0
HIN-07-003 | SUPERSEDED | Run1 | - | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 3 | 2 | 2 | 1 | 0 | 0 | 0 | 2 | 1 | 1 | 1
HIN-07-004 | SUPERSEDED | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIN-07-005 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
HIN-07-006 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIN-08-001 | Completed | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
HIN-08-002 | SUPERSEDED | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIN-08-003 | Inactive | Run1 | - | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIN-08-004 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIN-08-005 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIN-10-001 | PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 5 | 4 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0
HIN-10-002 | PUB | Run1 | 1 | 1 | 1 | 1 | 1 | 0 | 4 | 3 | 2 | 1 | 1 | 1 | 1 | 0 | 6 | 6 | 5 | 0 | 0 | 0 | 0 | 3 | 3 | 2 | 0
HIN-10-003 | PUB | Run1 | 1 | 0 | 0 | 1 | 1 | 0 | 4 | 1 | 0 | 0 | 2 | 2 | 2 | 1 | 28 | 16 | 10 | 3 | 0 | 0 | 0 | 13 | 6 | 5 | 2
HIN-10-004 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIN-10-005 | PUB | Run1 | 1 | 1 | 1 | 1 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0
HIN-10-006 | PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 4 | 4 | 3 | 0 | 1 | 0 | 0 | 0 | 16 | 7 | 6 | 2 | 0 | 0 | 0 | 12 | 6 | 5 | 2
HIN-11-001 | PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIN-11-002 | PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 8 | 2 | 0 | 0 | 0 | 0 | 0 | 6 | 2 | 0 | 0
HIN-11-003 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 3 | 3 | 2 | 2 | 2 | 2 | 0 | 7 | 5 | 5 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0
HIN-11-004 | PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 5 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 9 | 5 | 1 | 0 | 0 | 0 | 0 | 6 | 2 | 1 | 0
HIN-11-005 | PUB | Run1 | 1 | 1 | 1 | 1 | 1 | 0 | 4 | 3 | 2 | 1 | 1 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIN-11-006 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 1 | 0 | 1 | 1 | 1 | 0 | 5 | 5 | 3 | 1 | 0 | 0 | 0 | 3 | 3 | 1 | 1
HIN-11-007 | PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 3 | 2 | 0 | 1 | 0 | 0 | 0 | 16 | 7 | 6 | 2 | 0 | 0 | 0 | 12 | 6 | 5 | 2
HIN-11-008 | PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 5 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIN-11-009 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 4 | 2 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIN-11-010 | PUB | Run1 | 1 | 1 | 0 | 1 | 0 | 0 | 5 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 18 | 12 | 4 | 1 | 0 | 0 | 0 | 9 | 4 | 2 | 1
HIN-11-011 | PUB | Run1 | 1 | 0 | 0 | 1 | 1 | 0 | 4 | 4 | 1 | 0 | 1 | 0 | 0 | 0 | 18 | 8 | 6 | 3 | 0 | 0 | 0 | 13 | 6 | 4 | 3
HIN-11-012 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 0 | 1 | 1 | 0 | 0 | 7 | 5 | 2 | 0 | 0 | 0 | 0 | 6 | 4 | 2 | 0
HIN-11-013 | PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 5 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0
HIN-12-001 | PAS-only-PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIN-12-002 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 2 | 1 | 1 | 1 | 1 | 1 | 0 | 6 | 5 | 4 | 0 | 0 | 0 | 0 | 5 | 4 | 3 | 0
HIN-12-003 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 17 | 10 | 7 | 2 | 0 | 0 | 0 | 8 | 5 | 4 | 2
HIN-12-004 | SUPERSEDED | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 9 | 7 | 3 | 0 | 0 | 0 | 0 | 6 | 4 | 2 | 0
HIN-12-005 | Inactive | Run1 | - | - | - | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0
HIN-12-006 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 10 | 0 | 0 | 0 | 0 | 0 | 0 | 6 | 0 | 0 | 0
HIN-12-007 | PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 4 | 4 | 2 | 1 | 0 | 0 | 0 | 6 | 1 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 0
HIN-12-008 | SUPERSEDED | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0
HIN-12-009 | RefComments | Run1 | 1 | 0 | 0 | 1 | 1 | 0 | 4 | 4 | 3 | 2 | 1 | 1 | 1 | 0 | 3 | 2 | 2 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0
HIN-12-010 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 3 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 0
HIN-12-011 | PUB | Run1 | 1 | 1 | 0 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 1 | 1 | 0 | 0 | 5 | 4 | 3 | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 0
HIN-12-012 | Inactive | Run1 | 1 | 1 | 0 | 1 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIN-12-013 | PUB | Run1 | 1 | 1 | 1 | 1 | 0 | 0 | 5 | 3 | 2 | 1 | 2 | 2 | 1 | 0 | 9 | 6 | 3 | 0 | 0 | 0 | 0 | 6 | 3 | 2 | 0
HIN-12-014 | SUPERSEDED | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 4 | 3 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIN-12-015 | PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 5 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIN-12-016 | PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 4 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIN-12-017 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 6 | 5 | 4 | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 0
HIN-13-001 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 2 | 2 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
