 Analysis code | AN Notes | # Authors | # Authors from USA | Institutes | # Institutes | # Insitutes from USA
FSQ-12-014 | CMS AN-2010/143 | 1 | 0 | BUDAPEST | 1 | 0
FSQ-12-015 |  | 0 | 0 |  | 0 | 0
FSQ-12-016 | CMS AN-2011/493 | 4 | 0 | ANTWERPEN, #not_found# | 2 | 0
FSQ-12-017 | CMS AN-2013/017 | 1 | 0 | CHUNGLI-NCU | 1 | 0
FSQ-12-018 | CMS AN-2013/147 | 4 | 1 | RIO-UERJ, #not_found#, LOUVAIN, KANSAS-UNIV | 4 | 1
FSQ-12-019 | CMS AN-2012/263, CMS AN-2012/092 | 14 | 0 | ANTWERPEN, LONDON-IC, ST-PETERSBURG, MOSCOW-MSU, PISA, MOSCOW-ITEP, GHENT, #not_found# | 8 | 0
FSQ-12-020 | CMS AN-2011/349 | 5 | 2 | FLORIDA-UNIV, #not_found#, CHICAGO | 3 | 2
FSQ-12-021 | CMS AN-2014/249 | 4 | 0 | RIO-UERJ, TORINO | 2 | 0
FSQ-12-022 | CMS AN-2012/240 | 3 | 0 | MOSCOW-LEBEDEV | 1 | 0
FSQ-12-023 | CMS AN-2012/103, CMS AN-2016/060, CMS AN-2016/061 | 23 | 0 | ANTWERPEN, KARLSRUHE-IEKP, ST-PETERSBURG, MOSCOW-MSU, #not_found#, DESY | 6 | 0
FSQ-12-024 |  | 0 | 0 |  | 0 | 0
FSQ-12-025 | CMS AN-2012/282 | 3 | 0 | ANTWERPEN, #not_found#, CHANDIGARH | 3 | 0
FSQ-12-026 | CMS AN-2012/320, CMS AN-2013/138 | 8 | 0 | ST-PETERSBURG, DESY, WARSAW-IEP, #not_found# | 4 | 0
FSQ-12-027 | CMS AN-2015/086 | 2 | 0 | RIO-CBPF | 1 | 0
FSQ-12-028 | CMS AN-2013/078, CMS AN-2012/297 | 14 | 0 | CHANDIGARH, #not_found#, TIFR-B | 3 | 0
FSQ-12-029 | CMS AN-2012/361 | 5 | 0 | BOLOGNA, #not_found# | 2 | 0
FSQ-12-030 | CMS AN-2012/361 | 5 | 0 | BOLOGNA, #not_found# | 2 | 0
FSQ-12-031 | CMS AN-2012/434, CMS AN-2012/236 | 10 | 0 | ADANA-CUKUROVA, DESY, #not_found# | 3 | 0
FSQ-12-032 | CMS AN-2013/103 | 3 | 0 | BRUXELLES-ULB, DESY, #not_found# | 3 | 0
FSQ-12-033 | CMS AN-2013/107 | 9 | 0 | CERN-based, RIO-UERJ, TORINO, #not_found# | 4 | 0
FSQ-12-034 | CMS AN-2013/067 | 3 | 0 | ANTWERPEN, DESY | 2 | 0
FSQ-12-035 | CMS AN-2013/124, CMS AN-2013/091, CMS AN-2013/168, CMS AN-2013/170 | 13 | 0 | ANTWERPEN, LONDON-IC, CHANDIGARH, CERN, MOSCOW-MSU, PISA, MOSCOW-ITEP, TIFR-A, GHENT, #not_found# | 10 | 0
FSQ-12-036 |  | 0 | 0 |  | 0 | 0
FSQ-13-001 | CMS AN-2014/196 | 6 | 0 | PERUGIA, CHANDIGARH | 2 | 0
FSQ-13-002 | CMS AN-2013/269 | 4 | 2 | KANSAS-UNIV, RICE, #not_found# | 3 | 2
FSQ-13-003 | CMS AN-2013/388 | 3 | 0 | BRUXELLES-ULB, DESY, #not_found# | 3 | 0
FSQ-13-004 |  | 0 | 0 |  | 0 | 0
FSQ-13-005 | CMS AN-2013/177 | 3 | 0 | MOSCOW-LEBEDEV | 1 | 0
FSQ-13-006 | CMS AN-2013/122 | 4 | 0 | KARLSRUHE-IEKP, #not_found# | 2 | 0
FSQ-13-007 | CMS AN-2014/070 | 3 | 0 | DESY, #not_found# | 2 | 0
FSQ-13-008 | CMS AN-2013/259 | 8 | 3 | LIVERMORE, RIO-CBPF, KANSAS-UNIV, LOUVAIN, RIO-UERJ, #not_found# | 6 | 2
FSQ-13-009 | CMS AN-2013/283, CMS AN-2013/396 | 12 | 0 | CERN, RIO-UERJ, MUMBAI-BARC, KARLSRUHE-IEKP, #not_found# | 5 | 0
FSQ-13-010 | CMS AN-2013/391 | 3 | 0 | ANTWERPEN, DESY | 2 | 0
FSQ-14-001 |  | 0 | 0 |  | 0 | 0
FSQ-14-002 | CMS AN-2014/042, CMS AN-2013/269 | 5 | 2 | KANSAS-UNIV, RICE, #not_found# | 3 | 2
FSQ-15-001 | CMS AN-2015/142, CMS AN-2015/046 | 25 | 4 | BUDAPEST, KARLSRUHE-IEKP, CERN, RIO-CBPF, SKK-UNIV, #not_found#, MIT, DESY | 8 | 1
FSQ-15-002 | CMS AN-2015/064 | 2 | 1 | RICE, #not_found# | 2 | 1
FSQ-15-003 | CMS AN-2015/071 | 1 | 0 | DESY | 1 | 0
FSQ-15-004 | CMS AN-2015/087 | 3 | 1 | TORINO, ROCKEFELLER, #not_found# | 3 | 1
FSQ-15-005 | CMS AN-2015/118 | 1 | 0 | #not_found# | 1 | 0
FSQ-15-006 | CMS AN-2015/119 | 1 | 0 | #not_found# | 1 | 0
FSQ-15-007 | CMS AN-2015/184 | 8 | 2 | FLORIDA-UNIV, CHANDIGARH, PERUGIA, #not_found# | 4 | 1
FSQ-15-008 | CMS AN-2015/192 | 4 | 0 | DESY, YEREVAN | 2 | 0
FSQ-15-009 | CMS AN-2015/242 | 2 | 0 | #not_found# | 1 | 0
FSQ-16-001 | CMS AN-2015/337 | 2 | 1 | KANSAS-UNIV, LOUVAIN | 2 | 1
FSQ-16-002 | CMS AN-2016/203, CMS AN-2015/291 | 34 | 0 | ANTWERPEN, KARLSRUHE-IEKP, ST-PETERSBURG, MOSCOW-MSU, ADANA-CUKUROVA, #not_found#, YEREVAN | 7 | 0
FSQ-16-003 | CMS AN-2016/102 | 16 | 0 | ANTWERPEN, KARLSRUHE-IEKP, MOSCOW-MSU, ISTANBUL-TECH, ADANA-CUKUROVA, #not_found#, YEREVAN | 7 | 0
FSQ-16-004 | CMS AN-2015/221 | 1 | 0 | #not_found# | 1 | 0
FSQ-16-005 | CMS AN-2015/012 | 10 | 0 | PERUGIA, CHANDIGARH, #not_found#, TIFR-B, ANTWERPEN | 5 | 0
FSQ-16-006 | CMS AN-2015/288 | 1 | 0 | #not_found# | 1 | 0
FSQ-16-007 | CMS AN-2016/083 | 1 | 0 | #not_found# | 1 | 0
FSQ-16-008 | CMS AN-2016/260 | 5 | 0 | CHANDIGARH, #not_found# | 2 | 0
FSQ-16-009 | CMS AN-2016/296 | 2 | 0 | CERN, #not_found# | 2 | 0
FSQ-16-010 | CMS AN-2016/340 | 2 | 0 | #not_found# | 1 | 0
FSQ-16-011 |  | 0 | 0 |  | 0 | 0
FSQ-16-012 | CMS AN-2016/464 | 3 | 0 | CERN, MUMBAI-BARC | 2 | 0
FSQ-17-001 | CMS AN-2016/102, CMS AN-2012/103, CMS AN-2016/060, CMS AN-2017/028 | 38 | 0 | ANTWERPEN, KARLSRUHE-IEKP, ST-PETERSBURG, DESY, MOSCOW-MSU, ISTANBUL-TECH, ADANA-CUKUROVA, #not_found#, YEREVAN | 9 | 0
FTR-13-001 | CMS AN-2013/050 | 6 | 5 | CALTECH, WISCONSIN, MIT, #not_found# | 4 | 3
FTR-13-002 |  | 0 | 0 |  | 0 | 0
FTR-13-003 | CMS AN-2013/298 | 6 | 0 | BARI, BOLOGNA, #not_found# | 3 | 0
FTR-13-004 | CMS AN-2013/295 | 6 | 2 | AACHEN-3A, CALTECH, UCSD, TIFR-B | 4 | 2
FTR-13-005 |  | 0 | 0 |  | 0 | 0
FTR-13-006 | CMS AN-2013/287 | 1 | 1 | WISCONSIN | 1 | 1
FTR-13-007 |  | 0 | 0 |  | 0 | 0
FTR-13-008 |  | 0 | 0 |  | 0 | 0
FTR-13-009 | CMS AN-2013/290 | 4 | 4 | BAYLOR-UNIV, VANDERBILT, TEXAS-TAMU, CHICAGO | 4 | 4
FTR-13-010 |  | 0 | 0 |  | 0 | 0
FTR-13-011 | CMS AN-2013/294 | 16 | 4 | LONDON-IC, IOWA, TEXAS-TECH, ROCKEFELLER, BANGKOK, BOGAZICI, TEXAS-TAMU, BRISTOL, ADANA-CUKUROVA, #not_found# | 10 | 4
FTR-13-012 |  | 0 | 0 |  | 0 | 0
FTR-13-013 | CMS AN-2013/221, CMS AN-2013/167 | 24 | 15 | NEBRASKA, RAL, DESY, PURDUE, CORNELL, SEOUL-SNU, BAYLOR-UNIV, MINNESOTA, #not_found#, RUTGERS, UCSD, BRISTOL, UCSB, ATHENS, BROWN-UNIV, AACHEN-3A, FERMILAB, COLORADO | 18 | 11
FTR-13-014 | CMS AN-2013/290, CMS AN-2013/291, CMS AN-2013/289, CMS AN-2013/293 | 47 | 24 | KARLSRUHE-IEKP, CORNELL, HAMBURG-UNIV, VANDERBILT, FLORIDA-FIU, BRISTOL, ATHENS, UCSB, UCRIVERSIDE, FERMILAB, RUTGERS, CHANDIGARH, DESY, CHICAGO, BAYLOR-UNIV, ROCKEFELLER, WAYNE, TEXAS-TAMU, CERN, NEBRASKA, PUNE-IISER, AACHEN-1, #not_found# | 23 | 13
FTR-13-015 |  | 0 | 0 |  | 0 | 0
FTR-13-016 | CMS AN-2013/299 | 2 | 0 | TAIPEI-NTU, #not_found# | 2 | 0
FTR-13-017 | CMS AN-2013/301 | 4 | 1 | CERN, UCRIVERSIDE, #not_found# | 3 | 1
FTR-13-018 |  | 0 | 0 |  | 0 | 0
FTR-13-019 | CMS AN-2013/289 | 11 | 1 | HAMBURG-UNIV, NEBRASKA, KARLSRUHE-IEKP, #not_found# | 4 | 1
FTR-13-020 | CMS AN-2013/291 | 27 | 17 | CHANDIGARH, FLORIDA-FIU, DESY, CHICAGO, CORNELL, UCRIVERSIDE, BAYLOR-UNIV, ROCKEFELLER, WAYNE, BRISTOL, PUNE-IISER, AACHEN-1, #not_found#, FERMILAB, KARLSRUHE-IEKP | 15 | 8
FTR-13-021 |  | 0 | 0 |  | 0 | 0
FTR-13-022 |  | 0 | 0 |  | 0 | 0
FTR-13-023 | CMS AN-2013/293 | 5 | 2 | RUTGERS, CERN, UCSB, ATHENS | 4 | 2
FTR-13-024 | CMS AN-2013/286 | 4 | 1 | CHANDIGARH, BROWN-UNIV, #not_found# | 3 | 1
FTR-13-025 | CMS AN-2013/292 | 1 | 0 | #not_found# | 1 | 0
FTR-13-026 | CMS AN-2013/300 | 6 | 4 | NORTHWESTERN, SAO_PAULO, PURDUE-CALUMET, DELHI-UNIV, TIFR-B, BROWN-UNIV | 6 | 3
FTR-13-027 | CMS AN-2013/306 | 2 | 1 | MIT, PADOVA | 2 | 1
FTR-14-001 | CMS AN-2014/143, CMS AN-2014/137, CMS AN-2014/141, CMS AN-2014/150, CMS AN-2015/095 | 22 | 7 | BOLOGNA, PEKING-UNIV, MIT, CALTECH, LOUVAIN, HAMBURG-UNIV, BARI, BROWN-UNIV, #not_found#, FERMILAB, SEOUL-UNIV | 11 | 4
FTR-14-002 |  | 0 | 0 |  | 0 | 0
FTR-14-003 |  | 0 | 0 |  | 0 | 0
FTR-14-004 |  | 0 | 0 |  | 0 | 0
FTR-14-005 |  | 0 | 0 |  | 0 | 0
FTR-14-006 |  | 0 | 0 |  | 0 | 0
FTR-14-007 |  | 0 | 0 |  | 0 | 0
FTR-14-008 |  | 0 | 0 |  | 0 | 0
FTR-14-009 |  | 0 | 0 |  | 0 | 0
FTR-14-010 | CMS AN-2014/084 | 1 | 0 | #not_found# | 1 | 0
FTR-14-011 | CMS AN-2014/219 | 1 | 0 | #not_found# | 1 | 0
FTR-14-012 |  | 0 | 0 |  | 0 | 0
FTR-14-013 | CMS AN-2014/229 | 6 | 0 | #not_found# | 1 | 0
FTR-14-014 |  | 0 | 0 |  | 0 | 0
FTR-14-015 | CMS AN-2014/186 | 3 | 1 | ROCHESTER, #not_found# | 2 | 1
FTR-14-016 |  | 0 | 0 |  | 0 | 0
FTR-15-001 |  | 0 | 0 |  | 0 | 0
FTR-15-002 |  | 0 | 0 |  | 0 | 0
FTR-16-001 |  | 0 | 0 |  | 0 | 0
FTR-16-002 | CMS AN-2016/299 | 3 | 0 | CERN, LOUVAIN, #not_found# | 3 | 0
FTR-16-003 |  | 0 | 0 |  | 0 | 0
FTR-16-004 |  | 0 | 0 |  | 0 | 0
FTR-16-005 |  | 0 | 0 |  | 0 | 0
FTR-16-006 | CMS AN-2016/301, CMS AN-2016/286, CMS AN-2016/322 | 11 | 2 | CERN, #not_found#, NEBRASKA, IPM, UCRIVERSIDE, KOLKATA-SAHA | 6 | 2
FWD-08-001 | CMS AN-2008/060 | 2 | 0 | ADANA-CUKUROVA, CERN | 2 | 0
FWD-08-002 | CMS AN-2008/059 | 2 | 0 | RIO-UERJ, TORINO | 2 | 0
FWD-08-003 | CMS AN-2008/061 | 2 | 0 | LOUVAIN, #not_found# | 2 | 0
FWD-08-004 |  | 0 | 0 |  | 0 | 0
FWD-08-005 |  | 0 | 0 |  | 0 | 0
FWD-09-001 |  | 0 | 0 |  | 0 | 0
FWD-09-002 |  | 0 | 0 |  | 0 | 0
FWD-10-001 | CMS AN-2010/063 | 2 | 0 | RIO-UERJ, TORINO | 2 | 0
FWD-10-002 | CMS AN-2012/261, CMS AN-2010/023 | 12 | 1 | DESY, WARSAW-IEP, KANSAS-UNIV, BOGAZICI, ISTANBUL-TECH, #not_found# | 6 | 1
FWD-10-003 | CMS AN-2010/102, CMS AN-2010/081, CMS AN-2010/086, CMS AN-2010/243 | 21 | 4 | DESY, WARSAW-IEP, CERN, KANSAS-UNIV, BOGAZICI, ISTANBUL-TECH, ADANA-CUKUROVA, #not_found# | 8 | 1
FWD-10-004 | CMS AN-2011/271 | 4 | 0 | RIO-UERJ, TORINO, #not_found# | 3 | 0
FWD-10-005 | CMS AN-2011/039 | 2 | 0 | LIP, LOUVAIN | 2 | 0
FWD-10-006 | CMS AN-2011/036 | 12 | 1 | NORTHEASTERN, DESY, WARSAW-IEP, MILANO-BICOCCA, CERN, PEKING-UNIV, TORINO, ADANA-CUKUROVA, #not_found# | 9 | 1
FWD-10-007 | CMS AN-2010/350 | 3 | 0 | RIO-UERJ, TORINO, #not_found# | 3 | 0
FWD-10-008 | CMS AN-2011/103 | 4 | 0 | ZURICH-ETH, ROMA-1, #not_found# | 3 | 0
FWD-10-009 |  | 0 | 0 |  | 0 | 0
FWD-10-010 |  | 0 | 0 |  | 0 | 0
FWD-10-011 | CMS AN-2010/331 | 9 | 0 | ADANA-CUKUROVA, BOGAZICI, ISTANBUL-TECH, WARSAW-IEP, #not_found# | 5 | 0
FWD-10-012 |  | 0 | 0 |  | 0 | 0
FWD-10-013 | CMS AN-2011/306 | 1 | 0 | IPM | 1 | 0
FWD-10-014 | CMS AN-2011/214 | 9 | 0 | ST-PETERSBURG, MOSCOW-INR, MOSCOW-ITEP, DESY, WARSAW-IEP | 5 | 0
FWD-11-001 | CMS AN-2011/061, CMS AN-2011/104 | 7 | 1 | FLORIDA-UNIV, CERN, TORINO, #not_found# | 4 | 1
FWD-11-002 | CMS AN-2010/102, CMS AN-2010/081, CMS AN-2011/036, CMS AN-2010/243 | 28 | 4 | NORTHEASTERN, DESY, WARSAW-IEP, MILANO-BICOCCA, CERN, PEKING-UNIV, TORINO, KANSAS-UNIV, ADANA-CUKUROVA, #not_found# | 10 | 2
FWD-11-003 | CMS AN-2012/064 | 1 | 0 | DESY | 1 | 0
FWD-11-004 | CMS AN-2011/218 | 4 | 1 | PEKING-UNIV, RICE, LIP, #not_found# | 4 | 1
FWD-11-005 |  | 0 | 0 |  | 0 | 0
FWD-11-006 |  | 0 | 0 |  | 0 | 0
FWD-11-007 |  | 0 | 0 |  | 0 | 0
FWD-11-008 |  | 0 | 0 |  | 0 | 0
FWD-11-009 |  | 0 | 0 |  | 0 | 0
GEN-11-001 |  | 0 | 0 |  | 0 | 0
GEN-14-001 | CMS AN-2014/072 | 5 | 1 | FLORIDA-UNIV, RIO-CBPF, DESY, #not_found# | 4 | 1
HIG-07-001 | CMS AN-2007/037 | 25 | 3 | OVIEDO, LONDON-IC, MILANO-BICOCCA, CERN, ZURICH-ETH, ROMA-1, #not_found#, NEBRASKA, POLYTECHNIQUE, DUBNA, MIT, PADOVA | 12 | 2
HIG-08-001 | CMS AN-2007/035 | 21 | 1 | LYON, PSI, KARLSRUHE-IEKP, MILANO-BICOCCA, MOSCOW-MSU, LONDON-IC, #not_found#, POLYTECHNIQUE, MIT | 9 | 1
HIG-08-003 | CMS AN-2008/050 | 28 | 7 | FLORIDA-UNIV, LYON, NORTHEASTERN, STRASBOURG, CERN, NOTRE_DAME, TORINO, SACLAY, LONDON-IC, LOUVAIN, POLYTECHNIQUE, SAO_PAULO, BARI, SPLIT-FESB, UCRIVERSIDE, #not_found#, TEXAS-TAMU | 17 | 5
HIG-08-004 | CMS AN-2008/037 | 6 | 0 | CERN, LONDON-IC, #not_found#, TIFR-B, HELSINKI-HIP | 5 | 0
HIG-08-005 | CMS AN-2008/049 | 4 | 0 | DEMOKRITOS, AACHEN-1, #not_found# | 3 | 0
HIG-08-006 | CMS AN-2008/039 | 26 | 3 | OVIEDO, MILANO-BICOCCA, CERN, ZURICH-ETH, ROMA-1, IPM, NEBRASKA, UCSD, POLYTECHNIQUE, #not_found#, MIT, PADOVA | 12 | 3
HIG-08-007 | CMS AN-2008/053 | 3 | 0 | ZURICH-ETH, PSI, #not_found# | 3 | 0
HIG-08-008 | CMS AN-2007/035 | 21 | 1 | LYON, PSI, KARLSRUHE-IEKP, MILANO-BICOCCA, MOSCOW-MSU, LONDON-IC, #not_found#, POLYTECHNIQUE, MIT | 9 | 1
HIG-08-009 |  | 0 | 0 |  | 0 | 0
HIG-08-010 |  | 0 | 0 |  | 0 | 0
HIG-08-011 |  | 0 | 0 |  | 0 | 0
HIG-09-001 |  | 0 | 0 |  | 0 | 0
HIG-10-001 |  | 0 | 0 |  | 0 | 0
HIG-10-002 | CMS AN-2010/430 | 23 | 8 | NORTHWESTERN, LONDON-IC, WISCONSIN, WARSAW-IEP, MILANO-BICOCCA, CERN, ZURICH-ETH, UCLA, #not_found#, UCSB, POLYTECHNIQUE, SACLAY, WARSAW-INS, BROWN-UNIV, MIT, BANGALORE-IISC | 16 | 6
HIG-10-003 | CMS AN-2010/411 | 88 | 41 | OVIEDO, KARLSRUHE-IEKP, SANTANDER, CALTECH, BEIJING-IHEP, MIT, NORTHWESTERN, PURDUE, RAL, UCSB, FERMILAB, FLORIDA-UNIV, CHANDIGARH, DUBLIN-UCD, PADOVA, ANTWERPEN, CERN, ZURICH-ETH, ROMA-1, IPM, NEBRASKA, UCSD, #not_found# | 23 | 9
HIG-11-001 | CMS AN-2010/427 | 8 | 0 | KYUNGPOOK, SKK-UNIV, SEOUL-SNU, #not_found#, TALLINN, BARI, PEKING-UNIV | 7 | 0
HIG-11-002 | CMS AN-2011/015 | 7 | 0 | CERN, LONDON-IC, LIP, #not_found#, NISER | 5 | 0
HIG-11-003 | CMS AN-2011/432, CMS AN-2011/148 | 199 | 106 | OVIEDO, ROMA-1, KARLSRUHE-IEKP, CORNELL, SANTANDER, NORTHEASTERN, CALTECH, BEIJING-IHEP, MIT, NORTHWESTERN, MILANO-BICOCCA, AACHEN-3B, RAL, UCSB, HAMBURG-UNIV, FERMILAB, TEXAS-TECH, ANTWERPEN, BRUXELLES-ULB, MINNESOTA, TEXAS-TAMU, PADOVA, PURDUE, CERN, ZURICH-ETH, TORINO, NEBRASKA, UCSD, #not_found#, DELHI-UNIV | 30 | 13
HIG-11-004 | CMS AN-2011/123 | 23 | 2 | UCDAVIS, CERN, TORINO, SPLIT-UNIV, BANGKOK, JOHNS-HOPKINS, POLYTECHNIQUE, BARI, SPLIT-FESB, #not_found#, DELHI-UNIV | 11 | 2
HIG-11-005 | CMS AN-2011/119 | 28 | 16 | KYUNGPOOK, FLORIDA-UNIV, ZURICH-ETH, PURDUE, CERN, NORTHWESTERN, NOTRE_DAME, NORTHEASTERN, FLORIDA-STATE, CHUNGLI-NCU, DELHI-UNIV, BEIJING-IHEP, TAIPEI-NTU, FERMILAB, UCSD | 15 | 8
HIG-11-006 | CMS AN-2011/100, CMS AN-2011/125 | 23 | 6 | KARLSRUHE-IEKP, PURDUE, CERN, ZURICH-ETH, ROMA-1, MADRID-CIEMAT, ZURICH-UNIV, PISA, MADRID-UNIV, JOHNS-HOPKINS, BOLOGNA, BROWN-UNIV, #not_found#, FERMILAB, NAPOLI | 15 | 4
HIG-11-007 | CMS AN-2011/158 | 9 | 0 | KYUNGPOOK, SKK-UNIV, SEOUL-SNU, TALLINN, BARI, PEKING-UNIV | 6 | 0
HIG-11-008 | CMS AN-2011/175, CMS AN-2011/422, CMS AN-2011/126 | 20 | 0 | LONDON-IC, TIFR-B, CERN, HELSINKI-HIP, LIP, NISER, NICOSIA-UNIV, #not_found# | 8 | 0
HIG-11-009 | CMS AN-2011/153, CMS AN-2011/140 | 14 | 0 | RAL, KARLSRUHE-IEKP, #not_found#, DESY | 4 | 0
HIG-11-010 | CMS AN-2011/129 | 1 | 0 | #not_found# | 1 | 0
HIG-11-011 | CMS AN-2011/298, CMS AN-2011/221 | 4 | 1 | FLORIDA-UNIV, CERN, #not_found# | 3 | 1
HIG-11-012 | CMS AN-2011/240 | 1 | 0 | #not_found# | 1 | 0
HIG-11-013 | CMS AN-2011/293 | 1 | 0 | #not_found# | 1 | 0
HIG-11-014 | CMS AN-2011/148 | 49 | 44 | OVIEDO, NORTHWESTERN, NORTHEASTERN, KARLSRUHE-IEKP, ANTWERPEN, PURDUE, CERN, ZURICH-ETH, RAL, ROMA-1, NEBRASKA, CALTECH, UCSB, SANTANDER, UCSD, BEIJING-IHEP, MILANO-BICOCCA, MIT, FERMILAB, PADOVA | 20 | 9
HIG-11-015 |  | 0 | 0 |  | 0 | 0
HIG-11-016 |  | 0 | 0 |  | 0 | 0
HIG-11-017 |  | 0 | 0 |  | 0 | 0
HIG-11-018 |  | 0 | 0 |  | 0 | 0
HIG-11-019 | CMS AN-2011/470, CMS AN-2011/422 | 13 | 0 | LONDON-IC, CERN, NICOSIA-UNIV, LIP, NISER, HELSINKI-HIP, #not_found# | 7 | 0
HIG-11-020 |  | 0 | 0 |  | 0 | 0
HIG-11-021 |  | 0 | 0 |  | 0 | 0
HIG-11-022 |  | 0 | 0 |  | 0 | 0
HIG-11-023 |  | 0 | 0 |  | 0 | 0
HIG-11-024 | CMS AN-2011/432 | 150 | 62 | OVIEDO, ROMA-1, KARLSRUHE-IEKP, CORNELL, SANTANDER, NORTHEASTERN, CALTECH, BEIJING-IHEP, MIT, NORTHWESTERN, MILANO-BICOCCA, AACHEN-3B, RAL, UCSB, HAMBURG-UNIV, FERMILAB, TEXAS-TECH, ANTWERPEN, BRUXELLES-ULB, MINNESOTA, TEXAS-TAMU, PADOVA, PURDUE, CERN, ZURICH-ETH, TORINO, NEBRASKA, UCSD, #not_found#, DELHI-UNIV | 30 | 13
HIG-11-025 | CMS AN-2011/387 | 1 | 0 | #not_found# | 1 | 0
HIG-11-026 | CMS AN-2011/407 | 1 | 0 | #not_found# | 1 | 0
HIG-11-027 | CMS AN-2011/388, CMS AN-2011/399 | 22 | 5 | KARLSRUHE-IEKP, PURDUE, CERN, ZURICH-ETH, ROMA-1, MADRID-CIEMAT, ZURICH-UNIV, PISA, MADRID-UNIV, JOHNS-HOPKINS, BOLOGNA, BROWN-UNIV, #not_found#, NAPOLI | 14 | 3
HIG-11-028 | CMS AN-2011/402 | 1 | 0 | #not_found# | 1 | 0
HIG-11-029 | CMS AN-2011/390 | 1 | 0 | #not_found# | 1 | 0
HIG-11-030 | CMS AN-2011/426 | 1 | 0 | #not_found# | 1 | 0
HIG-11-031 | CMS AN-2011/430 | 1 | 0 | #not_found# | 1 | 0
HIG-11-032 |  | 0 | 0 |  | 0 | 0
HIG-11-033 | CMS AN-2011/426 | 1 | 0 | #not_found# | 1 | 0
HIG-11-034 | CMS AN-2011/360 | 23 | 15 | NORTHWESTERN, KARLSRUHE-IEKP, CHANDIGARH, UCSB, NEBRASKA, CALTECH, BEIJING-IHEP, #not_found#, MIT, FERMILAB, PADOVA | 11 | 6
HIG-12-001 | CMS AN-2012/048 | 1 | 0 | #not_found# | 1 | 0
HIG-12-002 | CMS AN-2012/035 | 2 | 1 | UCSD, VINCA | 2 | 1
HIG-12-003 | CMS AN-2011/110 | 38 | 29 | KYUNGPOOK, SUNY-BUFFALO, NORTHEASTERN, KARLSRUHE-IEKP, TEXAS-TECH, PRINCETON, PEKING-UNIV, ROMA-1, MIT, FLORIDA-TECH, WAYNE, UCSD, TEXAS-TAMU, RIO-UERJ, MILANO-BICOCCA, #not_found#, OHIO-STATE, NOTRE_DAME, FERMILAB, VIRGINIA-UNIV | 20 | 13
HIG-12-004 | CMS AN-2011/058 | 4 | 1 | TORINO, #not_found#, UCDAVIS | 3 | 1
HIG-12-005 | CMS AN-2012/034 | 4 | 0 | BARI, TALLINN | 2 | 0
HIG-12-006 | CMS AN-2011/502 | 18 | 7 | NORTHWESTERN, WISCONSIN, MILANO-BICOCCA, PISA, UCLA, #not_found#, BARI, BROWN-UNIV, KOLKATA-SAHA | 9 | 4
HIG-12-007 | CMS AN-2012/018 | 11 | 0 | RAL, #not_found#, DESY, KARLSRUHE-IEKP | 4 | 0
HIG-12-008 |  | 0 | 0 |  | 0 | 0
HIG-12-009 |  | 0 | 0 |  | 0 | 0
HIG-12-010 | CMS AN-2012/076, CMS AN-2011/360 | 29 | 21 | NEBRASKA, NORTHWESTERN, WISCONSIN, KARLSRUHE-IEKP, CHANDIGARH, UCSB, MIT, CALTECH, BEIJING-IHEP, #not_found#, BROWN-UNIV, KANSAS-STATE, FERMILAB, PADOVA | 14 | 9
HIG-12-011 | CMS AN-2011/386 | 6 | 1 | BOLOGNA, #not_found#, FRASCATI, FERMILAB, HAMBURG-UNIV | 5 | 1
HIG-12-012 | CMS AN-2012/076 | 6 | 6 | BROWN-UNIV, WISCONSIN, KANSAS-STATE | 3 | 3
HIG-12-013 |  | 0 | 0 |  | 0 | 0
HIG-12-014 | CMS AN-2012/086 | 35 | 7 | OVIEDO, ANTWERPEN, NORTHEASTERN, PURDUE, CERN, ZURICH-ETH, RAL, ROMA-1, CALTECH, UCSD, SANTANDER, MILANO-BICOCCA, DUBLIN-UCD, #not_found#, FERMILAB | 15 | 5
HIG-12-015 | CMS AN-2012/160 | 1 | 0 | #not_found# | 1 | 0
HIG-12-016 | CMS AN-2012/141, CMS AN-2012/114 | 81 | 40 | KARLSRUHE-IEKP, CORNELL, CALTECH, POLYTECHNIQUE, DELHI-UNIV, BEIJING-IHEP, BARI, BROWN-UNIV, MIT, NORTHWESTERN, UCDAVIS, PURDUE, SPLIT-UNIV, BANGKOK, PURDUE-CALUMET, FERMILAB, FLORIDA-UNIV, BOLOGNA, KANSAS-STATE, JOHNS-HOPKINS, TEXAS-TAMU, SPLIT-FESB, LYON, WISCONSIN, CERN, ZURICH-ETH, NOTRE_DAME, TORINO, UCLA, FLORIDA-STATE, CHUNGLI-NCU, UCSD, #not_found#, PROTVINO | 34 | 18
HIG-12-017 | CMS AN-2012/228, CMS AN-2012/194 | 87 | 45 | OVIEDO, KARLSRUHE-IEKP, SANTANDER, NORTHEASTERN, CALTECH, BEIJING-IHEP, MILANO-BICOCCA, MIT, NORTHWESTERN, PURDUE, RAL, UCSB, FERMILAB, BRUXELLES-ULB, PROTVINO, DUBLIN-UCD, PADOVA, ANTWERPEN, CERN, ZURICH-ETH, ROMA-1, NEBRASKA, UCSD, #not_found# | 24 | 9
HIG-12-018 | CMS AN-2012/150 | 1 | 0 | #not_found# | 1 | 0
HIG-12-019 | CMS AN-2012/181 | 1 | 0 | #not_found# | 1 | 0
HIG-12-020 |  | 0 | 0 |  | 0 | 0
